what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280736245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280738713
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377280769205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280772071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280810630
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377280810752
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377280811421
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377280811936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377280858821
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377280860009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280868236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280870758
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377280871446
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377280872248
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377280874035
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377280874873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377280893657
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377280894450
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377280898605
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377280900517
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377280904039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280905590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280906252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280907057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280907824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280908249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377280925820
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377280938575
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281003454
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281009681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281100400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281100446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281119206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281135755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281141825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281144461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281172012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281186655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281191199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281209875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377281217730
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281222732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281231313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281261394
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281268801
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281271617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281272545
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281273400
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281283435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377281308525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281317808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281331038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281343706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281356234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281358507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281362880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281364172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281372531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281373364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281388976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281392447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281395599
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281396988
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281402025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281429474
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281430220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281433747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281447307
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281447464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281456548
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281457264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281462291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281467467
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281467578
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281468464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281489279
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281490058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281494191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281497144
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281497253
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281497938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281505190
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281505930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281515675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281563945
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281564105
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281580913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281584828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281586106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281586506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281650957
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281661073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281677359
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281678241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281683742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281700503
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281700622
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281701040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281741368
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281742113
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281749377
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281750094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281752902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281771111
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281774117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281779104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281781448
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281784178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377281802241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281803607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281804627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281805951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377281806903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377281810693
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281811467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281819410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281841990
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281842802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281845238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281853673
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377281871534
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281872224
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281877915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281899484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281938832
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281940756
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377281941834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281949315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281968747
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377281968893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281986288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281990671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377281993210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377282013722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377282023026
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377282023740
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282028245
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377282035411
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282071948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377282088296
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377282089130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377282094797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377282097791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377282102340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377282102424
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282103718
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377282122246
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282122985
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377282128569
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282142451
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1377282167356
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377282171482
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282172194
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1377282179447
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1377282187273
